case_nr,case_link,case_address,month
"BG Klagenfurt, 38 S 26/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/54d4051dfe956e0fc1257a6c006c834a!OpenDocument,9020,2008-02-01
"BG Favoriten, 43 S 14/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/39372622ca71a17ac1257a6c00584111!OpenDocument,1100,2008-02-01
"BG Favoriten, 43 S 45/07d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/68189f564182c29ec1257a6c00584003!OpenDocument,1100,2008-02-01
"BG Fünfhaus, 16 S 259/07g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f409327d597067e0c1257a6c005948db!OpenDocument,1150,2008-02-01
"LG Klagenfurt, 40 S 6/08k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/de4265034e70ed50c1257a6c006cfff5!OpenDocument,9135,2008-02-01
"BG Fünfhaus, 16 S 256/07s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/29ebf563bf8b98a6c1257a6c005948b8!OpenDocument,1140,2008-02-01
"BG Favoriten, 44 S 13/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b4091de41a9398a0c1257a6c005864ed!OpenDocument,1100,2008-02-01
"BG Bregenz, 22 S 13/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bedb6300dbb57759c1257a6c00709502!OpenDocument,6900,2008-02-01
"BG Favoriten, 44 S 14/08d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5aeaa465a96a6b52c1257a6c0058650d!OpenDocument,1100,2008-02-01
"BG Innsbruck, 21 Se 16/07f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bda40754709c4c00c1257a6c006e79fe!OpenDocument,6020,2008-02-01
"BG Leopoldstadt, 20 S 62/07v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/79efefe486ac5577c1257a6c00603755!OpenDocument,1020,2008-02-01
"BG Bregenz, 22 S 3/06v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/849f5ab3fea3d860c1257a6c00708b03!OpenDocument,6861,2008-02-01
"BG Graz-West, 309 S 2/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b0867f51851dfe27c1257a6c006bb0a9!OpenDocument,8020,2008-02-01
"BG Favoriten, 45 S 17/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/93c7e15f72d9db50c1257a6c00589361!OpenDocument,1100,2008-02-01
"BG Innsbruck, 25 S 11/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/00a683615b5b18fec1257a6c006ef701!OpenDocument,6175,2008-02-01
"BG Leopoldstadt, 22 S 80/07f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d957003099fba80bc1257a6c0060c782!OpenDocument,1200,2008-02-01
"BG Wiener Neustadt, 10 S 2/08w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3e4d42171745f476c1257a6c006304d2!OpenDocument,2700,2008-02-01
"HG Wien, 6 Se 442/07b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4cee764c2c4e7d32c1257a6c005750e9!OpenDocument,1100,2008-03-01
"BG Donaustadt, 12 S 31/05m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d4a2c7dcafa79e93c1257a6c005bb263!OpenDocument,1220,2008-03-01
"LG Korneuburg, 36 S 26/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/18503392a81ef4d1c1257a6c0061089c!OpenDocument,2333,2008-03-01
"BG Favoriten, 45 S 22/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/58447aaa23d00e46c1257a6c005893ec!OpenDocument,1100,2008-03-01
"BG Favoriten, 44 S 5/08f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e2fa5353390af488c1257a6c00586419!OpenDocument,1100,2008-03-01
"BG Favoriten, 44 S 15/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/873bf34d1055512fc1257a6c00586527!OpenDocument,1100,2008-03-01
"BG Salzburg, 8 Se 14/07t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/20991c4133f5887bc1257a6c00694b87!OpenDocument,5020,2008-03-01
"BG Deutschlandsberg, 2 S 2/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/af224a9ec9631236c1257a6c006aad46!OpenDocument,8504,2008-03-01
"BG Favoriten, 42 S 15/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c70cf90d329722a8c1257a6c00582475!OpenDocument,1100,2008-03-01
"BG Rattenberg, 4 S 4/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/147b6dc4da4b9034c1257a6c006fb2fc!OpenDocument,6250,2008-03-01
"BG Lilienfeld, 1 S 4/06z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/65eadab805df5853c1257a6c00620612!OpenDocument,3153,2008-03-01
"BG Krems an der Donau, 4 S 11/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/30ee46c65775657ac1257a6c0061390a!OpenDocument,3500,2008-03-01
"BG Innsbruck, 23 S 14/05y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7e52f038539478abc1257a6c006ea4b6!OpenDocument,6020,2008-03-01
"BG Favoriten, 44 S 20/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b28410b624aef6f8c1257a6c00586593!OpenDocument,1100,2008-03-01
"BG Favoriten, 13 S 145/05m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/52cc789665578a54c1257a6c0057eb6b!OpenDocument,1100,2008-03-01
"BG Hietzing, 13 S 10/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e53f1393265b8d71c1257a6c00590a48!OpenDocument,1130,2008-03-01
"BG Fünfhaus, 16 S 44/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f13d49cc6a8678d9c1257a6c0059501d!OpenDocument,1150,2008-03-01
"BG Favoriten, 44 S 16/08y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f3756a89c85f4bc1c1257a6c00586541!OpenDocument,1100,2008-03-01
"BG Bregenz, 22 S 22/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/50a6cba4ef708234c1257a6c007095a7!OpenDocument,6900,2008-03-01
"BG Leopoldstadt, 20 S 2/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fa971d4b18f87a42c1257a6c00603cb3!OpenDocument,1200,2008-03-01
"BG Zell am Ziller, 4 S 15/07k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/21d4c418bc89ff3ac1257a6c007004f5!OpenDocument,6263,2008-03-01
"BG Ferlach, 2 S 1/08v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/94b8209728b3cbd4c1257a6c006c49b3!OpenDocument,9170,2008-03-01
"HG Wien, 28 SEU 1/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8e74a703120df245c1257a6c0057a360!OpenDocument,9410,2008-03-01
"BG Favoriten, 45 S 24/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f25c712d077192e5c1257a6c0058942a!OpenDocument,1100,2008-03-01
"HG Wien, 6 S 39/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/81b6a640cac9b0acc1257a6c00572b2d!OpenDocument,1060,2008-03-01
"BG Döbling, 42 S 19/00z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a07d716f8b7e1722c1257a6c005aa090!OpenDocument,1190,2008-03-01
"BG Fünfhaus, 16 S 59/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8b3f9a1a20d772fac1257a6c005950fc!OpenDocument,1150,2008-03-01
"BG Lienz, 4 S 6/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0b63fc717b4b5379c1257a6c006fcd3d!OpenDocument,9900,2008-03-01
"BG Favoriten, 46 S 6/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/625a9b0536cb1345c1257a6c0058c981!OpenDocument,1100,2008-03-01
"BG Favoriten, 13 S 51/05p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/48c147f4d1ed23dac1257a6c0057e745!OpenDocument,1100,2008-03-01
"LG Wiener Neustadt, 10 S 28/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d14e3a4673111806c1257a6c00632f73!OpenDocument,2380,2008-03-01
"BG Favoriten, 46 S 58/07p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/78bb5895d9fc1dc1c1257a6c0058c7ac!OpenDocument,1100,2008-03-01
"BG Favoriten, 45 S 19/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/462ab03279ca4206c1257a6c0058939d!OpenDocument,1100,2008-04-01
"BG Donaustadt, 12 S 45/06x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e01199e018537da7c1257a6c005bb547!OpenDocument,1220,2008-04-01
"BG Bregenz, 19 S 20/08z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a367aa73b3452721c1257a6c00705a75!OpenDocument,6900,2008-04-01
"BG Fünfhaus, 16 S 49/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a60471118342be02c1257a6c00595074!OpenDocument,1150,2008-04-01
"BG Fünfhaus, 16 S 63/08k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d2973f8748b3d565c1257a6c00595141!OpenDocument,1150,2008-04-01
"BG Villach, 19 S 21/08d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c961b29574f9126fc1257a6c006dd5eb!OpenDocument,9500,2008-04-01
"BG Villach, 18 S 24/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0e2e7336ef867badc1257a6c006dabe7!OpenDocument,9500,2008-04-01
"BG Innsbruck, 23 S 19/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d453a2cd5a807551c1257a6c006eb01b!OpenDocument,6020,2008-04-01
"BG Leopoldstadt, 17 S 40/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/194939053e493ec1c1257a6c005ee2f8!OpenDocument,1200,2008-04-01
"BG Bruck an der Mur, 9 S 5/08f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f26e497318ac0a71c1257a6c006a0841!OpenDocument,8605,2008-04-01
"BG Favoriten, 43 S 22/08y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c5d823b2a6ae9224c1257a6c00584169!OpenDocument,1100,2008-04-01
"BG Fünfhaus, 16 S 72/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8feb812cad02ad9ec1257a6c00595194!OpenDocument,1150,2008-04-01
"BG Bregenz, 21 S 3/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/95a45af0e82c9c25c1257a6c00707be8!OpenDocument,6900,2008-04-01
"BG Innere Stadt Wien, 66 S 12/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/eb204a3daef77201c1257a6c0054ea88!OpenDocument,1030,2008-04-01
"HG Wien, 3 S 21/04i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/16a61fb7ab9ecf2ac1257a6c0055d940!OpenDocument,1010,2008-04-01
"BG Innere Stadt Wien, 67 S 21/08y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3f303b7fafc6cf8ec1257a6c0055028b!OpenDocument,1110,2008-04-01
"BG Favoriten, 44 S 23/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b2ac66f0c9029a8fc1257a6c005865df!OpenDocument,1100,2008-04-01
"LG Linz, 12 Se 48/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/de3da0ffd4378fa0c1257a6c00668951!OpenDocument,4210,2008-04-01
"BG Imst, 5 S 4/04m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d9c8e29e6af1b44ec1257a6c006e0698!OpenDocument,6460,2008-04-01
"BG Innere Stadt Wien, 68 S 9/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7c6235710b486781c1257a6c00551a24!OpenDocument,1110,2008-04-01
"BG Josefstadt, 12 S 11/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/38a6dca604eb5c75c1257a6c005c533d!OpenDocument,1010,2008-04-01
"BG Favoriten, 44 S 31/08d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a7d61c23d9204325c1257a6c005866a2!OpenDocument,1100,2008-04-01
"BG Favoriten, 44 S 30/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/36664d090335d8b8c1257a6c00586685!OpenDocument,1100,2008-04-01
"BG Favoriten, 45 S 32/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8d1ca302941511ffc1257a6c00589515!OpenDocument,1100,2008-04-01
"BG Fünfhaus, 16 S 71/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1b072b97fff0b25fc1257a6c00595180!OpenDocument,1140,2008-04-01
"BG Fünfhaus, 16 S 35/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ab2a5ac3aaec1fa8c1257a6c00594f7b!OpenDocument,1150,2008-04-01
"BG Kufstein, 6 S 18/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5a8b6c3f73676f08c1257a6c006f9616!OpenDocument,6330,2008-04-01
"BG Ferlach, 2 S 3/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/eb987b0f02f28900c1257a6c006c49d4!OpenDocument,9162,2008-04-01
"BG Bregenz, 22 S 37/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bfc6842c9d2158cfc1257a6c00709698!OpenDocument,6921,2008-04-01
"BG Bregenz, 22 S 38/08v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/aeeedd9e45282064c1257a6c007096a9!OpenDocument,6921,2008-04-01
"BG Leopoldstadt, 20 S 63/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5f8c1b29c259bfa6c1257a6c00604c99!OpenDocument,1200,2008-04-01
"BG Fünfhaus, 16 S 51/08w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5516f8eab41351dfc1257a6c00595095!OpenDocument,1140,2008-04-01
"BG Fünfhaus, 16 S 68/08w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b8094fbd3f6e049fc1257a6c00595162!OpenDocument,1150,2008-04-01
"BG Zistersdorf, 5 S 3/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7cc13e31ca40534fc1257a6c005db698!OpenDocument,2263,2008-04-01
"BG Floridsdorf, 31 S 79/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1d4354222b065520c1257a6c005afc0f!OpenDocument,1210,2008-04-01
"BG Ferlach, 2 S 2/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/57c65dde6e0d9294c1257a6c006c49c3!OpenDocument,9170,2008-04-01
"BG Bregenz, 19 S 23/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a9f0a9480932524dc1257a6c00705ab3!OpenDocument,6900,2008-05-01
"BG Bregenz, 19 S 18/08f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/27514f8f01346b19c1257a6c00705a4d!OpenDocument,6973,2008-05-01
"BG Fünfhaus, 16 S 48/08d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6605678bc9b93326c1257a6c00595065!OpenDocument,1150,2008-05-01
"BG Innere Stadt Wien, 63 S 18/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bce2f94481b441e2c1257a6c0053fc42!OpenDocument,1050,2008-05-01
"BG Fünfhaus, 16 S 109/08z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/354440d79ec7faa9c1257a6c005953e1!OpenDocument,1150,2008-05-01
"BG Meidling, 3 S 29/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ff2690a13e32ac02c1257a6c005ddf5a!OpenDocument,1120,2008-05-01
"BG Deutschlandsberg, 3 S 7/08k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8ac835117dc12300c1257a6c006ab370!OpenDocument,8544,2008-05-01
"BG Fünfhaus, 16 S 127/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3e30f71ece9e28cfc1257a6c005954a5!OpenDocument,1150,2008-05-01
"BG Fünfhaus, 16 S 102/08w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/572713e5a741288ac1257a6c0059537a!OpenDocument,1150,2008-05-01
"BG Fünfhaus, 16 S 47/05b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0083c7c5d5c823e1c1257a6c00591746!OpenDocument,1140,2008-05-01
"BG Bregenz, 19 S 19/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/544cfb7816eeb7f2c1257a6c00705a5f!OpenDocument,6900,2008-05-01
"BG Silz, 5 Se 2/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8c64bda9bd7686e8c1257a6c006e297b!OpenDocument,6426,2008-05-01
"BG Innsbruck, 23 S 23/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/44552dcd335d7976c1257a6c006eb04a!OpenDocument,6020,2008-05-01
"BG Innere Stadt Wien, 66 S 14/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b0c3a08285992146c1257a6c0054eac2!OpenDocument,1030,2008-05-01
"BG Voitsberg, 8 Se 2/08d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/04f75cce8928c09cc1257a6c006b140c!OpenDocument,8570,2008-05-01
"BG Ferlach, 2 S 4/08k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/cf17054f82e74299c1257a6c006c49e5!OpenDocument,9170,2008-05-01
"BG St. Pölten, 12 S 3/05d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7981f7949c85de77c1257a6c0061cdd5!OpenDocument,3123,2008-05-01
"BG Fünfhaus, 16 S 121/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a2c7c40ec8597d8bc1257a6c00595468!OpenDocument,1140,2008-05-01
"BG Favoriten, 44 S 35/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/df2242fdcfbdbf7dc1257a6c00586702!OpenDocument,1100,2008-05-01
"BG Fünfhaus, 16 S 125/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/55991739605cd3e4c1257a6c00595487!OpenDocument,1150,2008-05-01
"BG Innere Stadt Wien, 68 S 19/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8383894e42ad5877c1257a6c00551a90!OpenDocument,1050,2008-05-01
"BG Innere Stadt Wien, 68 S 18/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/661f189741a389eac1257a6c00551a80!OpenDocument,1050,2008-05-01
"BG Haag, 4 S 8/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3d59aec9831deaf4c1257a6c005c7b26!OpenDocument,4303,2008-05-01
"BG Favoriten, 45 S 46/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/479391dedf996c42c1257a6c005896c5!OpenDocument,1100,2008-05-01
"BG Favoriten, 45 S 47/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/35fb8d662107345cc1257a6c005896df!OpenDocument,1100,2008-05-01
"BG Salzburg, 6 S 29/08k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5cb00d23cc85d3b9c1257a6c0068ed89!OpenDocument,5020,2008-05-01
"BG Favoriten, 46 S 27/08f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/76103f79e277317ec1257a6c0058cac1!OpenDocument,1100,2008-05-01
"BG Favoriten, 46 S 35/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7b88ed8fcabcbabbc1257a6c0058cb4a!OpenDocument,1100,2008-05-01
"BG Sankt Veit an der Glan, 1 S 21/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4618d8edf6f3620bc1257a6c006d7975!OpenDocument,9064,2008-05-01
"BG Favoriten, 46 S 20/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/32ac947591a05fb9c1257a6c0058ca7e!OpenDocument,1100,2008-05-01
"BG Fünfhaus, 16 S 113/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/96c24dede1594e54c1257a6c00595414!OpenDocument,1150,2008-05-01
"BG Favoriten, 46 S 19/08d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/03ee0d6a5c6bb82cc1257a6c0058ca67!OpenDocument,1100,2008-05-01
"BG Favoriten, 45 S 51/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/aec636caae0098fac1257a6c0058974c!OpenDocument,1100,2008-06-01
"BG Favoriten, 45 S 50/08f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d5994eb048b028efc1257a6c0058972e!OpenDocument,1100,2008-06-01
"LG Klagenfurt, 41 Sa 3/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d704f7b0feead80ac1257a6c006d4617!OpenDocument,9020,2008-06-01
"BG Leopoldstadt, 17 S 70/08z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7c8f82f82a4a6539c1257a6c005ee83d!OpenDocument,1200,2008-06-01
"BG Leopoldstadt, 17 S 9/07b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/421e644c6f161d31c1257a6c005ecbd4!OpenDocument,1200,2008-06-01
"BG Fünfhaus, 16 S 45/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/9bb7820e36dc1654c1257a6c00595048!OpenDocument,1150,2008-06-01
"BG Donaustadt, 12 S 26/08f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/cac4a1241cb0924cc1257a6c005bbbb4!OpenDocument,1220,2008-06-01
"BG Leopoldstadt, 17 S 71/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/362dd4121ac4ea72c1257a6c005ee881!OpenDocument,1200,2008-06-01
"BG Innsbruck, 21 S 35/08a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c457b6c83b03c21ec1257a6c006e6156!OpenDocument,6176,2008-06-01
"BG Bregenz, 19 S 43/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c9518381b0381f99c1257a6c00705c1e!OpenDocument,6900,2008-06-01
"BG Fünfhaus, 16 S 128/08v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ff49c3ae4d675377c1257a6c005954b2!OpenDocument,1150,2008-06-01
"BG Hernals, 11 S 40/08v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8d17f166bef34a05c1257a6c0059df2b!OpenDocument,1160,2008-06-01
"BG Favoriten, 44 S 44/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6226ac9d6f46c9a6c1257a6c005867d5!OpenDocument,1100,2008-06-01
"BG Favoriten, 44 S 40/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/871630673afb5da9c1257a6c0058676d!OpenDocument,1100,2008-06-01
"BG Lienz, 4 S 15/08z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/21da9bf3348823b2c1257a6c006fcde4!OpenDocument,9932,2008-06-01
"BG Dornbirn, 14 S 60/08x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/41a2f6b017f5aa39c1257a6c0070ce0a!OpenDocument,6890,2008-06-01
"BG Baden, 4 S 8/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3724085e909f6491c1257a6c005c86df!OpenDocument,2500,2008-06-01
"BG Innere Stadt Wien, 66 S 23/08k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a4ec7cdde483b0e1c1257a6c0054eb98!OpenDocument,1110,2008-06-01
"BG Innere Stadt Wien, 66 S 24/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/023a73ae6b4f8f2bc1257a6c0054ebbe!OpenDocument,1050,2008-06-01
"BG Lilienfeld, 1 Se 1/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bb4475da7985ac8cc1257a6c006207e6!OpenDocument,3161,2008-06-01
"BG Kitzbühel, 6 S 42/06x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/86485e89f35c5edbc1257a6c006f79d4!OpenDocument,6361,2008-06-01
"LG Korneuburg, 36 S 1/06y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d62e7fb362c09dd8c1257a6c00610559!OpenDocument,2123,2008-06-01
"BG Innere Stadt Wien, 67 S 26/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3538e0d618d39643c1257a6c005502d2!OpenDocument,1050,2008-06-01
"LG Leoben, 17 S 411/03i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4fe7d612ef505f66c1257a6c006a58a6!OpenDocument,8966,2008-06-01
"BG Innere Stadt Wien, 68 S 20/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/dce2de5eda4d64e5c1257a6c00551a9e!OpenDocument,1050,2008-06-01
"BG Fünfhaus, 16 S 130/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3351626f85df3d03c1257a6c005954d3!OpenDocument,1150,2008-06-01
"BG Favoriten, 44 S 45/08p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/418be93d4d3cb6a8c1257a6c005867f2!OpenDocument,1100,2008-06-01
"BG Döbling, 42 S 1/06m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ea7807690b568b12c1257a6c005aa519!OpenDocument,1190,2008-06-01
"BG Favoriten, 45 S 55/08s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/914ac564588b19e5c1257a6c0058979b!OpenDocument,1100,2008-06-01
"BG Zell am Ziller, 4 S 14/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/50f04aef7a8aed89c1257a6c00700633!OpenDocument,6265,2008-06-01
"BG Favoriten, 46 S 28/08b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3b24e400c07c24d5c1257a6c0058cad4!OpenDocument,1100,2008-06-01
"BG Favoriten, 46 S 29/08z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f190f490eb14f372c1257a6c0058cae5!OpenDocument,1100,2008-06-01
"BG Lienz, 4 S 9/08t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/dd2c6441d932a6f6c1257a6c006fcd84!OpenDocument,9900,2008-06-01
"HG Wien, 5 Se 45/08i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ede9cd7551688688c1257a6c005718c9!OpenDocument,1150,2008-06-01
"BG Favoriten, 45 S 49/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0657c51dcaa23c42c1257a6c00589711!OpenDocument,1100,2008-07-01
"BG Favoriten, 45 S 48/08m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/00f01297afe15af2c1257a6c005896f8!OpenDocument,1100,2008-07-01
"BG Fünfhaus, 16 S 157/08h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a8546c584b906afcc1257a6c0059554f!OpenDocument,1150,2008-07-01
