case_nr,case_link,case_address,month
"BG Favoriten, 44 S 85/09x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/22e6e8e6a94b49c8c1257a6c00587936!OpenDocument,1100,2009-08-01
"BG Favoriten, 44 S 64/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6c2f009090403991c1257a6c0058777c!OpenDocument,1100,2009-08-01
"LGZ Graz, 40 S 54/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/063cdfa60cc9266ac1257a6c006b7862!OpenDocument,8052,2009-08-01
"BG Ried im Innkreis, 1 S 27/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/78fe03f23341d72ac1257a6c0066dfce!OpenDocument,4910,2009-08-01
"BG Favoriten, 46 S 27/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ec31c7b58b52f50fc1257a6c0058d090!OpenDocument,1100,2009-08-01
"BG Favoriten, 46 S 38/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ee635af9b238ed03c1257a6c0058d10d!OpenDocument,1100,2009-08-01
"BG Innere Stadt Wien, 68 S 32/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8e00d3e91fb51934c1257a6c00551f1e!OpenDocument,1030,2009-08-01
"BG Leoben, 15 S 29/09i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4350023cbe48a26ac1257a6c006a3137!OpenDocument,8700,2009-08-01
"LG Salzburg, 23 Se 250/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8cfd1f3d0bae4887c1257a6c0069926d!OpenDocument,5020,2009-09-01
"BG Montafon, 6 Se 3/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/691fce60c3d63edbc1257a6c00703fae!OpenDocument,6773,2009-09-01
"BG Ferlach, 2 S 12/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0bfeac76c671c30fc1257a6c006c4b83!OpenDocument,9181,2009-09-01
"BG Favoriten, 42 S 54/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c9069b4528779b0cc1257a6c005828cb!OpenDocument,1100,2009-09-01
"BG Meidling, 3 S 36/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4b8fee7910e20148c1257a6c005de883!OpenDocument,1120,2009-09-01
"BG Favoriten, 42 S 60/09f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0985929eb5f138c6c1257a6c005828f9!OpenDocument,1100,2009-09-01
"BG Favoriten, 42 S 29/09x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1bef32edc43f8186c1257a6c005827d1!OpenDocument,1100,2009-09-01
"BG Favoriten, 42 S 37/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4410a9d3c55ad810c1257a6c0058282d!OpenDocument,1100,2009-09-01
"BG Favoriten, 42 S 35/09d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/819731f3ab24144cc1257a6c0058281a!OpenDocument,1160,2009-09-01
"BG Fünfhaus, 16 S 58/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8ea2ed31bc429247c1257a6c00595d67!OpenDocument,1150,2009-09-01
"BG Favoriten, 43 Se 3/09f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b046f1201827e1e7c1257a6c0058598a!OpenDocument,1100,2009-09-01
"BG Silz, 5 Se 3/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5fd343ce10a01ce6c1257a6c006e2992!OpenDocument,6444,2009-09-01
"BG Innere Stadt Wien, 63 S 44/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e9d0bd86aa8ceb25c1257a6c00541aec!OpenDocument,1110,2009-09-01
"BG Gleisdorf, 15 S 17/09d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/96b9dee644a69ba9c1257a6c006c39f1!OpenDocument,8200,2009-09-01
"BG Irdning, 7 S 8/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/aef37c6d60d39a4dc1257a6c006c2f0e!OpenDocument,8950,2009-09-01
"BG Bregenz, 19 S 65/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/52b68a4a6152a1f5c1257a6c007064a8!OpenDocument,6971,2009-09-01
"BG Innere Stadt Wien, 65 S 39/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ef608b4fa17ca999c1257a6c0054bb83!OpenDocument,1050,2009-09-01
"BG Favoriten, 46 S 81/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/619b90a45be5e2f6c1257a6c0058d2da!OpenDocument,1100,2009-09-01
"BG Bregenz, 21 S 25/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/982850028ea68eccc1257a6c00707fd6!OpenDocument,6900,2009-09-01
"BG Favoriten, 43 S 50/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0f99aeb5b2111845c1257a6c00584c3e!OpenDocument,1100,2009-09-01
"BG Favoriten, 43 S 49/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6960afe2533652f4c1257a6c00584c38!OpenDocument,1100,2009-09-01
"BG Favoriten, 41 Se 2/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/cecc7f96b8875d5fc1257a6c005820ad!OpenDocument,1100,2009-09-01
"BG Favoriten, 41 S 62/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1347ffd82a8a7f17c1257a6c00580052!OpenDocument,1100,2009-09-01
"BG Favoriten, 41 S 91/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bdbeb11c13b167f9c1257a6c00580266!OpenDocument,1100,2009-09-01
"BG Zell am Ziller, 4 S 11/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/11d3aaf67e591886c1257a6c00700762!OpenDocument,6262,2009-09-01
"BG Favoriten, 41 S 54/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/74fecc21e7cbcc49c1257a6c0057ffa3!OpenDocument,1100,2009-09-01
"BG Favoriten, 41 S 80/09i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/106d53733f3c0fd9c1257a6c005801ad!OpenDocument,1100,2009-09-01
"BG Favoriten, 41 S 69/09x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e180c6c02b7db5b2c1257a6c005800ff!OpenDocument,1100,2009-09-01
"BG Fünfhaus, 19 S 54/09k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c303abfaeb6b4f30c1257a6c00599e33!OpenDocument,1150,2009-09-01
"BG Favoriten, 41 S 93/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d767bfc1d143b491c1257a6c00580288!OpenDocument,1100,2009-09-01
"BG Favoriten, 46 S 98/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b429297e5ab92be1c1257a6c0058d3d0!OpenDocument,1100,2009-09-01
"LG Wiener Neustadt, 10 S 105/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/2db2dc3fa9bdfeb7c1257a6c006335a4!OpenDocument,2486,2009-09-01
"BG Favoriten, 46 Se 13/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d3441c66a1017837c1257a6c0058f2e1!OpenDocument,1100,2009-09-01
"BG Favoriten, 46 S 68/09m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fd898ceeef0bf4fdc1257a6c0058d1f4!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 78/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c07274b617b45ad5c1257a6c0058a26e!OpenDocument,1100,2009-09-01
"BG Zwettl, 7 S 3/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/aa99e2be85f3b32ec1257a6c00639f05!OpenDocument,3665,2009-09-01
"BG St. Pölten, 15 S 25/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7b817accbf48f348c1257a6c0061fd46!OpenDocument,3100,2009-09-01
"BG Kitzbühel, 6 S 22/09k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/932cfc0147e41502c1257a6c006f7eb9!OpenDocument,6314,2009-09-01
"BG Favoriten, 45 S 75/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d69dcba6c935d58cc1257a6c0058a23b!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 114/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b218aaab459f60bdc1257a6c0058a54d!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 86/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/51516ff94b6ed93cc1257a6c0058a305!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 100/09k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/534d0bc1da27c47ec1257a6c0058a449!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 108/09m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fb373473c8e9c6e8c1257a6c0058a51f!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 111/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/94a5bbd81dd9fc08c1257a6c0058a53b!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 112/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/9feef89b58998ddfc1257a6c0058a543!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 95/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ca2c7b8825700f61c1257a6c0058a412!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 132/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d9555d03e878f65dc1257a6c0058a63e!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 126/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/db4636354eb3938ac1257a6c0058a5f5!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 71/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/01796909f85e1db5c1257a6c0058a1e3!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 89/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4337e9affb095f09c1257a6c0058a322!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 123/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c3f790a0e9affe95c1257a6c0058a5b9!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 122/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/042c6d75cc2274b7c1257a6c0058a5a4!OpenDocument,1100,2009-09-01
"BG Ferlach, 2 S 11/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bd2eda8a2254cd20c1257a6c006c4b72!OpenDocument,9170,2009-09-01
"BG Favoriten, 45 S 116/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bb2a713e2202fa27c1257a6c0058a563!OpenDocument,1100,2009-09-01
"BG Favoriten, 45 S 82/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/2f84b6580c92a009c1257a6c0058a2bd!OpenDocument,1100,2009-09-01
"BG Favoriten, 44 S 98/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c46eaf53380d9291c1257a6c005879d5!OpenDocument,1100,2009-09-01
"BG Favoriten, 44 S 95/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6a7838527bd5acefc1257a6c005879b7!OpenDocument,1100,2009-09-01
"BG Favoriten, 44 S 97/09m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/412ec5a18b9bf209c1257a6c005879cb!OpenDocument,1100,2009-09-01
"LG Leoben, 17 S 13/05p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0bda4226b526cdd5c1257a6c006a5a0c!OpenDocument,8934,2009-09-01
"BG Sankt Veit an der Glan, 1 Se 13/09m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/98a02ebf267a5b30c1257a6c006d9366!OpenDocument,9300,2009-09-01
"BG Favoriten, 44 S 96/09i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/cec87e57db0fc620c1257a6c005879c2!OpenDocument,1100,2009-09-01
"BG Bludenz, 9 Se 8/09f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f6bf7222ed1f1189c1257a6c0070352b!OpenDocument,6719,2009-09-01
"BG Ferlach, 2 S 10/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/15918df2a6b0bfeac1257a6c006c4b5d!OpenDocument,9170,2009-09-01
"BG Favoriten, 41 S 90/09k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/30075bd9552fd93fc1257a6c0058025f!OpenDocument,1100,2009-09-01
"BG Favoriten, 41 S 88/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c48e7dc22213992cc1257a6c0058024a!OpenDocument,1100,2009-09-01
"HG Wien, 5 SEU 1/04p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/927ecf04eb497782c1257a6c0057249d!OpenDocument,9710,2009-09-01
"BG Favoriten, 44 S 92/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e560996a02297400c1257a6c0058797d!OpenDocument,1100,2009-09-01
"HG Wien, 3 S 65/06p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/539132db453756dfc1257a6c0055dc2c!OpenDocument,1232,2009-10-01
"BG Favoriten, 41 S 94/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/44543c99dbc27a61c1257a6c005802a3!OpenDocument,1100,2009-10-01
"BG Favoriten, 41 S 106/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/df02ff9522b30080c1257a6c00580347!OpenDocument,1100,2009-10-01
"HG Wien, 5 S 148/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/62d6b0b83fd8affdc1257a6c0056f0d9!OpenDocument,1020,2009-10-01
"BG Favoriten, 46 S 149/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6dd2a264b30933e3c1257a6c0058d709!OpenDocument,1100,2009-10-01
"BG Favoriten, 46 S 135/09i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1d97c401b0a9560cc1257a6c0058d679!OpenDocument,1100,2009-10-01
"BG Favoriten, 46 S 139/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fc672e411b68f26fc1257a6c0058d6a4!OpenDocument,1100,2009-10-01
"BG Fünfhaus, 18 S 36/09f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/418137c2661c28c0c1257a6c00597e62!OpenDocument,1150,2009-10-01
"BG Fünfhaus, 18 S 46/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/00dcae7526402452c1257a6c00597f22!OpenDocument,1140,2009-10-01
"BG Innere Stadt Wien, 66 S 50/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7b79499d2461dfe5c1257a6c0054f71e!OpenDocument,8315,2009-10-01
"BG Innere Stadt Wien, 66 S 53/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8d13f28b8946b941c1257a6c0054f748!OpenDocument,1110,2009-10-01
"BG Villach, 18 S 117/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c677bec924cbeb55c1257a6c006db5d1!OpenDocument,9500,2009-10-01
"BG Bregenz, 22 S 32/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/939b0b209e34e565c1257a6c00709ad9!OpenDocument,6923,2009-10-01
"BG Bregenz, 22 S 33/09k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/9b67cc43ab32a5f4c1257a6c00709ae9!OpenDocument,6923,2009-10-01
"BG Favoriten, 46 S 133/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/cd133bef70ddd128c1257a6c0058d655!OpenDocument,1100,2009-10-01
"BG Neusiedl am See, 3 S 24/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/06f1fa434755549fc1257a6c00643acd!OpenDocument,2422,2009-10-01
"BG Deutschlandsberg, 2 S 17/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7af76a35a4e8e896c1257a6c006aaef6!OpenDocument,8530,2009-10-01
"BG Deutschlandsberg, 3 S 4/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6523c5e9cdedb4fec1257a6c006ab3c1!OpenDocument,8553,2009-10-01
"BG Fünfhaus, 42 S 34/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f32c915dca50f56fc1257a6c0059b57b!OpenDocument,1150,2009-10-01
"BG Favoriten, 45 S 139/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/99bac31487467c17c1257a6c0058a693!OpenDocument,1100,2009-10-01
"BG Innere Stadt Wien, 68 S 39/09d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e9950fc0f0bbd899c1257a6c00551f78!OpenDocument,1030,2009-10-01
"BG Favoriten, 45 S 145/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5bc54f51d18cbce5c1257a6c0058a6e0!OpenDocument,1100,2009-10-01
"BG Innere Stadt Wien, 66 S 44/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/610f62680a00ab5bc1257a6c0054f69c!OpenDocument,1050,2009-10-01
"BG Innere Stadt Wien, 71 Se 11/08g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3e88f5466236f74fc1257a6c005585b2!OpenDocument,1020,2009-10-01
"LG Linz, 12 S 91/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/9db8be49bacecaa4c1257a6c00666ac9!OpenDocument,4020,2009-10-01
"BG Favoriten, 45 S 148/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5c6dab00ee4df7b6c1257a6c0058a703!OpenDocument,1100,2009-10-01
"BG Favoriten, 44 S 110/09y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/df335514410275cac1257a6c00587aa7!OpenDocument,1100,2009-10-01
"BG Fünfhaus, 43 S 55/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a8737c5f694b018ac1257a6c0059c473!OpenDocument,1140,2009-10-01
"BG Purkersdorf, 4 S 16/09d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/66603b18b09aee6fc1257a6c005bab77!OpenDocument,3021,2009-10-01
"BG Sankt Veit an der Glan, 1 S 59/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/36dd4838ae2dade2c1257a6c006d810b!OpenDocument,9373,2009-10-01
"BG Bregenz, 22 S 50/09k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d3920832e516e4b7c1257a6c00709bfe!OpenDocument,6900,2009-10-01
"BG Favoriten, 41 S 110/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ba743ec66c540a78c1257a6c00580384!OpenDocument,1100,2009-10-01
"BG Favoriten, 42 S 75/09m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c3868dc9201015dbc1257a6c005829c0!OpenDocument,1100,2009-11-01
"BG Silz, 5 Se 6/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ba96369d23114050c1257a6c006e29a3!OpenDocument,6444,2009-11-01
"BG Fünfhaus, 16 S 70/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e97812ee5ba60d85c1257a6c00595e19!OpenDocument,1140,2009-11-01
"BG Silz, 5 Se 5/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a2776068a4d52b12c1257a6c006e299b!OpenDocument,6424,2009-11-01
"BG Hietzing, 12 S 21/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3619367181d0390bc1257a6c0058fb3f!OpenDocument,1130,2009-11-01
"LG Leoben, 17 Se 119/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/37f0896e46c8d91dc1257a6c006a8bec!OpenDocument,8940,2009-11-01
"BG Favoriten, 44 S 117/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b31230d506ef6789c1257a6c00587b2e!OpenDocument,1100,2009-11-01
"BG Favoriten, 46 S 161/09p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a31b93561c8af964c1257a6c0058d7dd!OpenDocument,1100,2009-11-01
"BG Favoriten, 46 S 157/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/cca6fbc8150bd9f7c1257a6c0058d78c!OpenDocument,1100,2009-11-01
"BG Favoriten, 46 S 156/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6d745ebbb064369dc1257a6c0058d786!OpenDocument,1100,2009-11-01
"HG Wien, 3 S 69/05z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3072744c5219f46bc1257a6c0055dad2!OpenDocument,1170,2009-11-01
"BG Neunkirchen, 6 S 39/09f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3dde545900587473c1257a6c0062d281!OpenDocument,2732,2009-11-01
"HG Wien, 3 S 150/06p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3dd40b80ab032a0ac1257a6c0055dc86!OpenDocument,1020,2009-11-01
"BG Innere Stadt Wien, 66 S 63/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f365ffb0b8146624c1257a6c0054f7ea!OpenDocument,1030,2009-11-01
"BG Innere Stadt Wien, 68 S 46/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6c73102ab46e0406c1257a6c00551fdf!OpenDocument,1030,2009-11-01
"BG Innere Stadt Wien, 66 S 52/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/52407c2ac5cd37c6c1257a6c0054f72c!OpenDocument,1030,2009-11-01
"BG Lilienfeld, 2 S 10/09v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5d70e5e5b27181c1c1257a6c00620d26!OpenDocument,3172,2009-11-01
"BG Innsbruck, 21 Se 14/09i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a39088bfd5bca80bc1257a6c006e7a16!OpenDocument,6142,2009-11-01
"BG Fünfhaus, 19 Se 8/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c383811b5f171b53c1257a6c0059aeca!OpenDocument,1140,2009-11-01
"BG Schwaz, 24 S 49/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4ee0a778c10c63b8c1257a6c006ff6cf!OpenDocument,6123,2009-11-01
"BG Zell am Ziller, 4 S 14/09s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b9079e4ca6826eadc1257a6c007007a9!OpenDocument,6271,2009-11-01
"BG Favoriten, 45 S 152/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e4554ed856b0558ac1257a6c0058a747!OpenDocument,1100,2009-11-01
"BG Favoriten, 45 S 162/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/570dc57f2e2e6e3dc1257a6c0058a812!OpenDocument,1100,2009-11-01
"BG Innere Stadt Wien, 66 S 56/09i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/60b002bf8f45092cc1257a6c0054f764!OpenDocument,1050,2009-11-01
"HG Wien, 6 Se 341/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a82a390ce104e8cec1257a6c0057532c!OpenDocument,1060,2009-11-01
"BG Donaustadt, 12 S 71/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ed4a0115e0710ff8c1257a6c005bc519!OpenDocument,1220,2009-11-01
"LG Wels, 20 S 189/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/85663bde53b7328ec1257a6c00682411!OpenDocument,4600,2009-11-01
"LG Wiener Neustadt, 10 S 119/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e75f19c5402934fcc1257a6c00633685!OpenDocument,2821,2009-11-01
"BG Fünfhaus, 18 S 62/09d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c4ad05883c123861c1257a6c00598041!OpenDocument,1140,2009-12-01
"BG Bregenz, 19 Se 7/09i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/9d52ff5ced1e2d74c1257a6c007073ec!OpenDocument,6900,2009-12-01
"BG Favoriten, 41 S 115/09m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4de30d18fd7e9375c1257a6c005803a3!OpenDocument,1100,2009-12-01
"BG Innere Stadt Wien, 66 S 58/09h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fc140c378c8131ebc1257a6c0054f788!OpenDocument,1110,2009-12-01
"LG Salzburg, 23 Se 405/09t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/46adc43f2ec94198c1257a6c006994c3!OpenDocument,8339,2009-12-01
"BG Bruck an der Leitha, 3 Se 10/09f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6cf2393466359e56c1257a6c005d3433!OpenDocument,2452,2009-12-01
"BG Favoriten, 42 S 80/09x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5853e8fd946c21e4c1257a6c005829dd!OpenDocument,1100,2009-12-01
"BG Favoriten, 42 S 86/09d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7a8e67a177d6c35dc1257a6c00582a1d!OpenDocument,1100,2009-12-01
"BG Favoriten, 43 S 72/09b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/33e08e5e52a2b35cc1257a6c00584d83!OpenDocument,1100,2009-12-01
"LG Salzburg, 23 S 32/04g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/352eb3c3517681c5c1257a6c00697434!OpenDocument,5322,2009-12-01
"BG Favoriten, 43 S 73/09z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a35b38edb41cb0a1c1257a6c00584d89!OpenDocument,1080,2009-12-01
"LG Salzburg, 23 Se 356/09m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/11c92ace05938971c1257a6c006993f8!OpenDocument,5400,2009-12-01
"LG Salzburg, 23 Se 387/09w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/803b0f86a9b6a34bc1257a6c00699474!OpenDocument,5400,2009-12-01
"BG Leopoldstadt, 20 S 289/09d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/16e79a8416816971c1257a6c006085b4!OpenDocument,1020,2009-12-01
"BG Favoriten, 46 S 172/09f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/352eba1f7e23a35ac1257a6c0058d8b3!OpenDocument,1100,2009-12-01
"LG Klagenfurt, 40 Sa 1/09a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1c74c2515dd69c27c1257a6c006d1b3b!OpenDocument,9400,2009-12-01
"LG Salzburg, 23 Se 400/09g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a9c0ebf18b6e3f38c1257a6c0069949b!OpenDocument,5202,2009-12-01
"BG Innere Stadt Wien, 66 S 62/09x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/49acd6ac6b259c88c1257a6c0054f7c5!OpenDocument,1060,2009-12-01
